"trimes","rent10","rent20","rent30","sma10","sma20","sma30","daxY"
"Q1",0.0521302479889338,-0.016641557942256,-0.0232461022246466,0.019695056567254,0.011468226442215,0.0048418118560456,"UP"
"Q1",0.0487138119025412,-0.0214521946242489,-0.0214521946242489,0.0116079336256127,0.00929919745472496,0.00231252460151299,"UP"
"Q1",0.0289289621424731,-0.0129012924312134,-0.0146011643896979,0.0175283865565601,0.0187966585777382,0.011576257911164,"UP"
"Q1",0.0254105777920088,-0.0139098053323686,-0.00681549447038676,0.0115071669056657,0.0160405089695477,0.0083497348154431,"UP"
"Q1",0.0550098472173943,0.0112995244699341,0.0480094521979428,0.0298562465172341,0.039452787271691,0.03055987436445,"UP"
"Q1",0.0446140445375625,0.0193402597945724,0.0163490816756995,0.0184643437647984,0.0314353481615572,0.0230511032729586,"UP"
"Q1",0.0379945566198341,0.0128809262550247,0.0153256757215032,0.00827556084992032,0.0242318907733796,0.0160485653480718,"UP"
"Q1",0.0476172111165474,0.030959673504471,0.0178488376874562,0.0215070820760528,0.0408839113496711,0.0335590549741152,"UP"
"Q1",0.0145482179379164,0.0128809262550247,0.00189044404246963,0.00215188316742188,0.0219666044832363,0.0153698770744031,"UP"
"Q1",0.0386674784083647,0.0904340370584746,0.0196180833575994,0.0220726324700427,0.0417425889154068,0.0388160997338161,"UP"
"Q1",0.0569582918055864,0.112057789671371,0.0393688591499557,0.0365185667267867,0.0567443325685995,0.0580010580277606,"UP"
"Q1",0.0401655296137071,0.0908359575708162,0.0178516962309989,0.0127620842887324,0.032123537001427,0.0371815275952128,"UP"
"Q1",0.0471123644132858,0.0774042383623132,0.0336032615916506,0.0236980292854114,0.0441647543513681,0.0520314598017817,"UP"
"Q1",0.022874454203591,0.0488662850935897,0.00864646966616611,-0.00563346459752101,0.0141059020316907,0.0238659383835056,"UP"
"Q1",-0.0111732718116887,0.0432219354304262,0,-0.0149154149875533,0.00144082135469792,0.013180854419639,"UP"
"Q1",0.00491195091985053,0.0497451374545175,0.0243472091213111,-0.00612284624052106,0.00845506449213995,0.0218930164383013,"UP"
"Q1",0.0057734206804203,0.0439873358591867,0.0187287139414687,-0.01213471362948,0.000809169140316701,0.015655437510923,"UP"
"Q1",0.0206502813889977,0.0692508013140611,0.0522492808630475,0.0182681378924405,0.0302911584515431,0.0472564363032848,"UP"
"Q1",0.0396225289287853,0.0547471840528089,0.0530138300569791,0.0150658001151902,0.0282882267547102,0.0461774008186759,"UP"
"Q1",0.0154810908964671,0.0547471840528089,0.107315145502779,0.0134974371799124,0.0255513471792104,0.0426535793536347,"UP"
"Q1",-0.0106620462068487,0.0456889536596432,0.100200978133209,0.00808001289775007,0.0166992539873729,0.0327069882195425,"UP"
"Q1",0.0103169792013384,0.0508968957486808,0.102090089457146,0.00877072159567471,0.0159394176160639,0.0311863525526845,"UP"
"Q1",-0.0036283682639261,0.043313055141484,0.0734950190164199,0.010614066048716,0.0152772542603727,0.0302625692458895,"UP"
"Q1",0.0383899831992898,0.0621425873154495,0.0891322441566342,0.0214632306456988,0.0269718717325083,0.0422980111330404,"UP"
"Q1",0.0448211650624826,0.0331470941906342,0.0899803579951559,0.0126453340861516,0.0208738679140625,0.0348532717633339,"UP"
"Q1",0.0437314518221303,0.0488582094869849,0.0956520163586252,0.0167642731320197,0.0269494981129546,0.0403488629269766,"UP"
"Q1",0.0516640185862371,0.0577357173799968,0.0979239169828121,0.0137982200768454,0.0261967888343022,0.0392849571538352,"UP"
"Q1",0.0113331442517017,0.0322174582585193,0.0813687748866012,0.00586346392378845,0.0176950635297151,0.0296483106629828,"UP"
"Q1",0.0170960461942291,0.0573959637079131,0.0727791906346089,0.0106105596518087,0.0213985836685608,0.033845248979339,"UP"
"Q1",0.0210525763477976,0.0368595840923098,0.076952329672705,0.0124240385591876,0.0235064487000611,0.0353076696337211,"UP"
"Q1",0.0155992537699952,0.00477088759865829,0.0620009210122607,-0.000988267507066043,0.01125657379814,0.0211290104973207,"UP"
"Q1",0.0138583978551903,0.0243183538589646,0.0654606430347504,-0.00235060357628003,0.0100441040287191,0.0189980491719848,"UP"
"Q1",0.012745777377378,0.00907116273931674,0.0566108910772294,-0.00324366071695181,0.00994878464930382,0.0175122362148672,"UP"
"Q1",-0.0132806791319144,0.024599459018626,0.0480366124209717,-0.0134045752960678,-0.00286729292589283,0.00426088386792989,"UP"
"Q1",-0.00108144721760739,0.0436912461206285,0.0320298001402426,-0.00540182955892798,0.00300256828119583,0.0112389045691765,"UP"
"Q1",-0.0308165531512735,0.0115672460613978,0.0165360147261797,-0.0239178393476482,-0.0192656476515014,-0.0111878666624247,"UP"
"Q1",-0.0221192713657385,0.0284019767735451,0.0343393740140345,-0.0109085818342055,-0.00976873494444097,-0.00135055746514501,"UP"
"Q1",-0.00366346624076863,0.00762815941956529,0.0284359644470571,0.00136819512444819,0.00177319223783701,0.00973216965525414,"UP"
"Q1",-0.0168086841534771,0,0.0396225289287853,-0.00379673939386271,-0.00508827898457453,0.0015402308889203,"UP"
"Q1",0.00959832213469136,0.0308529678920402,0.0468116963888698,0.0259374464173763,0.02403601098525,0.0308542674030015,"UP"
"Q1",0.00503602183953378,0.020713833792195,0.00983093573233274,0.00880994548690106,0.00642071624647,0.013823681108367,"UP"
"Q1",0.0197843029439964,0.0339168795406724,0.044583778482806,0.0215848827161749,0.0194817175665138,0.0271975817555465,"DOWN"
"Q1",-0.00107868520356813,0.0116533434923449,0.00798269260672257,0.00115327126186271,-0.00159028577213793,0.00627752148683469,"UP"
"Q1",0.0421971729486614,0.0283560867025419,0.0678346595939399,0.0282084730772112,0.0282177176907477,0.0355160230288123,"DOWN"
"Q1",0.0332009678755105,0.0320836155635724,0.078342805655031,0.024109326575783,0.0258615562944613,0.0322064546968845,"DOWN"
"Q1",0.0601255049516516,0.0274560909812884,0.0723882375233909,0.0220847087766751,0.0283880364498197,0.0337621452995205,"DOWN"
"Q1",0.0430501444868099,0.0199786352928333,0.0726748304641671,0.0125013469178497,0.0219967542248192,0.0259839880955675,"DOWN"
"Q1",0.0241528022105633,0.0204008529942763,0.03196520305582,0.00374501921911796,0.014532339571407,0.0184523433566619,"DOWN"
"Q1",0.0326678507304676,0.015310062992089,0.0326678507304676,0.00197222425677102,0.0151831400773628,0.0187906281928241,"UP"
"Q1",0.0126759761566217,0.022395966393836,0.0439200355340226,0.0116073604870153,0.025092589227065,0.0284062480734768,"DOWN"
"Q1",0.0100214554159275,0.0151079455237999,0.030942871969964,-0.00836323463617283,0.00509311495102716,0.00807914398253717,"DOWN"
"Q2",0.00388006422413301,0.0237411315341818,0.0379285434357053,-0.000316075675900529,0.0124511481189746,0.015395118503468,"DOWN"
"Q2",0.0313174918772088,0.0302050249585397,0.0433357888597175,0.00329180709847154,0.0176897159714309,0.0207293405584486,"UP"
"Q2",0,0.0421971729486614,0.0283560867025419,0.00329180709847154,0.015597336701705,0.0197725972041911,"UP"
"Q2",0.0094306170069971,0.0429446904948034,0.0418168008611493,0.0110904691121931,0.0223031496875998,0.0272572417194263,"DOWN"
"Q2",-0.00233119100131562,0.0576541499142431,0.0250608945877457,0.00338397734804974,0.0114771956268078,0.0183427614244729,"UP"
"Q2",0.000979287594819134,0.0440715905540803,0.0209774877173563,0.00136110217235319,0.0073904658211652,0.015682276491062,"UP"
"Q2",0.00475180324253888,0.0290193748169629,0.0252495970762241,-0.00166482038789562,0.00339908201235883,0.0122495449343007,"UP"
"Q2",0.0144112467453426,0.0475498819333269,0.0299419468328974,0.00790679276765816,0.0121414760568617,0.0224060160847026,"DOWN"
"Q2",-0.00660633180805958,0.00598590264408028,0.0156416794006167,-0.00155866612450783,0.00167235052882519,0.0116067277731937,"DOWN"
"Q2",0.0166549652981989,0.026843327706316,0.0320145331304247,0.000990943549931345,0.00455892900261734,0.0147898148356382,"DOWN"
"Q2",0.00808153676881607,0.0119929578746418,0.0320145331304247,0.000188323100230203,0.00396132812747529,0.0137260715772634,"DOWN"
"Q2",-0.0122164101020794,0.0187184944509888,0.0176196178844232,-0.0122025969291297,-0.0105863558382576,-0.00063091000547788,"DOWN"
"Q2",-0.0324258707581419,-0.0324258707581419,0.00840302211412736,-0.0292646021218663,-0.0292527028923981,-0.0213435115546651,"DOWN"
"Q2",-0.0318340259946631,-0.0227036234946124,0.00974356210659599,-0.0170282607991391,-0.0190666542611638,-0.0125137280658567,"DOWN"
"Q2",-0.0157989206006067,-0.0180932813003877,0.0409443559768456,-0.00701634866163303,-0.00974988189547243,-0.00534223016677382,"DOWN"
"Q2",-0.0187993601517396,-0.0178384825371075,0.0244437126990544,-0.0100685584034957,-0.0137800655320206,-0.0110552311748114,"DOWN"
"Q2",-0.0218951866294969,-0.0172474250057799,0.00648880355997727,-0.013535606767658,-0.0185549917440624,-0.0168979414842199,"DOWN"
"Q2",-0.0259875382031145,-0.011950804283121,0.0203266393569166,-0.00418378841666911,-0.011285290582513,-0.0108579466866658,"DOWN"
"Q2",0.00105002965723688,-0.00556323899514666,0.00704221767661894,0.0130671142228809,0.00623262173749728,0.00614824933527824,"DOWN"
"Q2",-0.0125480006360875,0.00389797814695547,0.0139584969770949,0.00478454256599425,-0.00345956565257155,-0.00380590306489292,"DOWN"
"Q2",-0.0275358612166487,-0.0196768565227161,-0.0158731397656203,-0.00768601320133144,-0.0176177875950251,-0.018408700814441,"DOWN"
"Q2",-0.0140989978878812,-0.0261431688497339,0.00435558454937879,-0.00624015335985828,-0.0162853758891791,-0.0185127652544049,"DOWN"
"Q2",0.0187223140213424,-0.0143106440715489,-0.0143106440715489,0.00397829702973307,-0.0036129134627837,-0.00610970803525179,"DOWN"
"Q2",0.0128664920872974,-0.0193771261509328,-0.0101292473993613,0.00624555483909051,0.000904142180595313,-0.00225085681212234,"DOWN"
"Q2",-0.0170091585897802,-0.0325393528443439,-0.0347946883991203,-0.0133766381826865,-0.0186696458699254,-0.0222272015193734,"DOWN"
"Q2",0.00356133453699736,-0.0153049764253239,-0.0143406768040572,0.00191641592723113,-0.00233126497893621,-0.00623945994624586,"DOWN"
"Q2",0.00519351564855031,-0.0168153839753347,-0.0121434841288942,-0.00268640473037429,-0.00555763908076468,-0.00989330867235017,"DOWN"
"Q2",0.0224119796804358,-0.00415799070083134,0.0101933342145568,0.0190188435245204,0.0185764419207011,0.013574283871536,"DOWN"
"Q2",-0.00958035910522714,-0.00854038910917765,-0.0150903002730121,0.00531654469651022,0.00433810472771889,-0.00051632277844138,"UP"
"Q2",-0.00480054654803541,-0.0172883099229847,-0.000921280826617576,0.00111496037091108,0.000537661273571244,-0.00514351764472654,"DOWN"
"Q2",0.00681000748674387,-0.0209133731509443,-0.0130008485762075,-0.00325044736353219,-0.0020907483021827,-0.00838182859501846,"DOWN"
"Q2",0.0318626139136848,0.0173143850995323,0.00488645536841181,0.0183759619461361,0.02188764614581,0.0161618118498608,"DOWN"
"Q2",0.0173511719160055,0.0363983400265977,0.00279222139894242,0.0144952460670589,0.0179351678900121,0.0139486482589302,"DOWN"
"Q2",0.0144671830428376,0.0275198170262811,-0.00519027553896489,0.0137338873688235,0.0172562090793686,0.0148336360109129,"DOWN"
"Q2",0.0389329015294186,0.0212615270431642,0.00512669726495485,0.0123469669956537,0.0186517084720845,0.017128597815403,"DOWN"
"Q2",0.0209368118245057,0.0245727093525483,0.00531139798778613,0.00850059698879124,0.0156459866946634,0.0151824815238522,"DOWN"
"Q2",0.0265453938755376,0.0318767734425773,0.00928363890940909,0.00727222765746749,0.015462805338077,0.0162771271506104,"DOWN"
"Q2",-0.0099513878987999,0.0122375614782559,-0.0140680008212878,-0.00417877956116197,0.00230718487511505,0.00419848322500194,"DOWN"
"Q2",0.00451870244660402,-0.0051049474507513,-0.0040602781397362,-0.00462466569668807,0.0025649934682257,0.00433553979797074,"DOWN"
"Q2",-0.0242604174090294,-0.028944500694018,-0.0411293057169858,-0.0353392131059852,-0.0292939822681512,-0.0276344964206605,"DOWN"
"Q2",-0.00288347445172832,0.00390689655241139,-0.0237365444254923,-0.0175623927160968,-0.0118765690365326,-0.00920198528799021,"DOWN"
"Q2",-0.0333448056071417,-0.00254464436054402,-0.0166077653129604,-0.0205428587580996,-0.0180684893959048,-0.014988081575651,"DOWN"
"Q2",-0.0466411352513503,-0.0300992416914486,-0.0119404551248578,-0.0314607759292821,-0.0321418485136908,-0.0301827583601306,"UP"
"Q2",-0.0487999081663207,-0.0350387223273989,-0.022623055683676,-0.0281597120023034,-0.0319627971533497,-0.0309811941156616,"UP"
"Q2",-0.0423317960722097,-0.00504699419083399,-0.0219703076560206,-0.0148979765175664,-0.0227650667812613,-0.0212998251494543,"UP"
"Q2",-0.024330872313967,-0.00390347138462499,-0.000356038415083804,0.00438686885196593,-0.00593001238518598,-0.00462164015684507,"DOWN"
"Q2",-0.0388754705483882,-0.0133620413506546,-0.00823792167295545,-0.00522364150886123,-0.0187358774607991,-0.0178297781973711,"UP"
"Q2",-0.0459338041224129,-0.0554280869187233,-0.0342583603960351,-0.0201302537686874,-0.0352553648723487,-0.0359925085072701,"UP"
"Q2",-0.048464125757247,-0.0441644182742749,-0.0533216663927609,-0.0178403221228308,-0.035670406771661,-0.0368105192580173,"UP"
"Q2",-0.0189022890763906,-0.0427041290624406,-0.0472996724511184,-0.0190733386775032,-0.0366322058770512,-0.0383061953977192,"UP"
"Q2",-0.00567659517672037,-0.00854370131128379,-0.00179187649443435,0.0127679692093334,-0.00550967514248357,-0.00760402692528217,"DOWN"
"Q2",-0.00107806975888869,-0.0343869273394892,-0.00361997081530041,0.0110597829079344,-0.00553755748213791,-0.00926708988088987,"DOWN"
"Q2",0.00547645410537578,-0.0414201091826012,-0.0247876247018027,0.00105771811379585,-0.0127369567122386,-0.0177161125508394,"DOWN"
"Q2",-0.00866657084264888,-0.0570435511477314,-0.0434016276007615,-0.0137228020094646,-0.025286527439409,-0.0316370696252487,"DOWN"
"Q2",-0.0184782229461905,-0.0600278026528653,-0.0234319576531581,-0.0126184047171378,-0.0229669949800811,-0.0316019758708473,"DOWN"
"Q2",-0.0384752721667198,-0.0618700075463532,-0.0422285564274263,-0.0123754511615368,-0.0234388804950322,-0.0338065963398574,"DOWN"
"Q2",-0.00325028068853639,-0.0419993950457435,-0.0165688916542295,0.0102784108859457,0.000823059962352879,-0.0114212705140532,"DOWN"
"Q2",0.00600442552511038,-0.0402051847032406,-0.0497564752135158,-0.000932867164157747,-0.00763443644711448,-0.0201354933847341,"DOWN"
"Q2",0.0474607312630373,-0.00330353734267264,0.00120023740165864,0.0326244930824384,0.0306954969985882,0.0174964099204771,"DOWN"
"Q2",0.0428676555772518,0.0231550696831129,-0.00166709938156406,0.0205694532406602,0.0217716525897176,0.00991119433345378,"DOWN"
"Q2",-0.000866164352030685,-0.00653784266436808,-0.0094024654138043,0.00901450164043549,0.0104505768684473,-0.00129494413058695,"DOWN"
"Q2",0.00514481712652204,0.00406120089587425,-0.0294190246656719,0.012737026329791,0.0144962023663109,0.00392669854655781,"DOWN"
"Q2",0.0174941031022406,0.0230663628603704,-0.024650613740907,0.0138213102426594,0.0161902692200815,0.00761102372953526,"DOWN"
"Q2",-0.00584999059906433,-0.0144658620837576,-0.0625598375088443,-0.0243450090813919,-0.0219247803100582,-0.0287841402971151,"UP"
"Q2",-0.012906686430321,-0.0311464167471556,-0.0721597290572447,-0.0307582822123277,-0.0280677452874349,-0.0339762629672515,"UP"
"Q3",-0.00479721279551171,-0.0430879108942824,-0.0663704167500051,-0.0259455117285561,-0.0215493351188549,-0.0273986884160868,"UP"
"Q3",-0.0271584577356356,-0.0303204658134635,-0.0680172139861071,-0.0236578647137898,-0.0204193068264483,-0.0254594494247434,"DOWN"
"Q3",-0.0168280937575287,-0.010924711268115,-0.0563567018430444,-0.0220235492413193,-0.019889074663432,-0.0235651018682909,"DOWN"
"Q3",-0.0721002739024358,-0.0280614743630735,-0.0751656252978548,-0.0343247798532367,-0.0380910295420576,-0.0405401515379237,"UP"
"Q3",-0.0661547930014392,-0.0261230383053574,-0.0445315421601465,-0.0288002057096803,-0.0379587155181547,-0.0402157255404016,"DOWN"
"Q3",-0.0713454381512478,-0.0721498056280718,-0.0774168355661626,-0.0381615087864196,-0.0507299080866952,-0.0539425521332333,"UP"
"Q3",-0.0552183473354187,-0.0503576185079663,-0.0513813992412119,-0.0116624152045337,-0.0276789439552937,-0.0317717236829858,"DOWN"
"Q3",-0.0118918478773927,0.00539421801200457,0.0109002133047573,0.0378697982121106,0.0194978953029101,0.0151137595234612,"DOWN"
"Q3",0.0243537751538641,0.018361315199098,0.00953561471751185,0.0323019966757896,0.0155927815650763,0.0118296874281787,"DOWN"
"Q3",0.0339488407537452,0.0206039872811428,0.00174503926439074,0.0303148064838032,0.0160353811876808,0.0132502661935772,"DOWN"
"Q3",0.0251879072842391,0.0202698627376112,-0.0189852979147201,0.0235948225195037,0.0109372431096622,0.00983695985056166,"DOWN"
"Q3",0.0349756525749332,0.00686731005706487,0.00359470868326794,0.0293854042649182,0.0198503603428986,0.0189708277920111,"DOWN"
"Q3",0.0306131018897831,0.0132698479834443,0.0193539513225007,0.02193485543651,0.0148766853704063,0.0140245623106681,"DOWN"
"Q3",0.0533385594388798,-0.0226074392086605,0.0237803264575491,0.0183715979754835,0.0177769245712143,0.0149285951084512,"DOWN"
"Q3",0.053015663686127,-0.0166463695723018,0.0255076951675128,0.0117077782883734,0.0171685522001852,0.0125985615486783,"DOWN"
"Q3",0.0605704112662053,-0.0150964494158312,-0.0159495377615357,-0.0039563410337391,0.0079270634644184,0.0031675007323968,"DOWN"
"Q3",0.0402002974633064,-0.0172378438604283,-0.0121817122882237,-0.00577282373675592,0.0108649515965304,0.00561588955493719,"DOWN"
"Q3",-0.0255288773158839,-0.0371171396677555,-0.0202723676337229,-0.0206319861165692,-0.00488620844369514,-0.0112747388522381,"DOWN"
"Q3",-0.0340161036975237,-0.0104907490847196,-0.0162793689002613,-0.028683355392863,-0.0159181225597022,-0.0222185229641452,"DOWN"
"Q3",-0.0233746205237244,0.00978067896018175,-0.00325224362655407,-0.0142262218756809,-0.00410236693155019,-0.00989431986937317,"DOWN"
"Q3",-0.022002097426092,0.00263162306811981,-0.00217821418324737,-0.0146271996647325,-0.00683885426801623,-0.0124152164984226,"DOWN"
"Q3",-0.037063905245559,-0.0033845869435648,-0.0304511245177411,-0.0172043986574683,-0.0130040475908442,-0.0177011095594737,"DOWN"
"Q3",-0.0238651500643124,0.0060173655549367,-0.0109119889943237,-0.00552074366621724,-0.00398961944609799,-0.00807251688972543,"DOWN"
"Q3",-0.0178508547741252,0.0345355657863502,-0.040054731868657,0.0041154508770187,0.00215028413584517,0.00110647294955646,"DOWN"
"Q3",-0.0151403023689551,0.0370726881386731,-0.0315346408725869,0.00697557638430912,0.0016549311027001,0.00349807302252003,"DOWN"
"Q3",0.00589538135551604,0.0668228782949962,-0.00929006738673566,0.017745268068706,0.00976845827075201,0.0151579233038999,"DOWN"
"Q3",0.00202263257501767,0.0423042404694989,-0.0152500771099259,0.0156730887667842,0.00586174032605102,0.0138290637805358,"DOWN"
"Q3",0.0198354274804351,-0.00619982603010505,-0.0180179465194815,0.0136706359969496,0.00617743212546995,0.0144581053432817,"DOWN"
"Q3",0.044679976177106,0.00914403377673878,0.0337205006732011,0.021832911049124,0.0182615414136447,0.02596966799298,"DOWN"
"Q3",0.00785345240704816,-0.0157047395864921,0.0177109434639522,-0.00264599522123399,-0.00456894523547258,0.00158823947323272,"DOWN"
"Q3",-0.000375106860037611,-0.0223689511484499,0.00225552906821624,-0.0133418235445443,-0.0141700162482492,-0.00926331875776409,"DOWN"
"Q3",0.00188661024482295,-0.0352472201440855,-0.00150436209514404,-0.0175945764708972,-0.0164736917838765,-0.0133022370385483,"DOWN"
"Q3",-0.00986917150349897,-0.03349879230887,-0.00391119236122317,-0.0190043300179589,-0.0171733040072399,-0.0155538002417321,"DOWN"
"Q3",-0.0244807462840314,-0.0418945988114782,0.00920936307852771,-0.0235065149601054,-0.0219886429078852,-0.0227578605569174,"DOWN"
"Q3",-0.0378958826111754,-0.052462429858859,-0.00222809671028612,-0.0320079173955949,-0.0315964595930724,-0.0348759928297661,"DOWN"
"Q3",-0.0575091452311225,-0.0519528022181736,0.00547080645124498,-0.0353830500330546,-0.0380913035873767,-0.0440346161401267,"DOWN"
"Q3",-0.0825687969589532,-0.0807131707223449,-0.0437575667312832,-0.0547774583462667,-0.0615315563866304,-0.0698389033028946,"DOWN"
"Q3",-0.0990092368292071,-0.0811376998857911,-0.104595222815598,-0.0621490461850505,-0.0745832818823223,-0.0832466297608764,"DOWN"
"Q3",-0.122145821706524,-0.0829233179333989,-0.114118693449157,-0.0627661355629543,-0.0833137370059658,-0.0921178014386724,"DOWN"
"Q3",-0.0961039086271041,-0.0890052036925902,-0.110299361355364,-0.0478050995875063,-0.0738434376587574,-0.0834110378516815,"DOWN"
"Q3",-0.068267062304735,-0.0686165617213875,-0.0891089508714422,-0.0220858019796111,-0.0522973192917309,-0.0624929997287266,"DOWN"
"Q3",-0.055254233520218,-0.0534718664784241,-0.0885538955315237,-0.00678306188472866,-0.0404325093219934,-0.0504103894958725,"DOWN"
"Q3",-0.060635892866438,-0.0699066383439703,-0.0921034559937123,-0.00851613595375555,-0.0447816869845303,-0.0550858866095436,"DOWN"
"Q3",-0.0542203312854557,-0.0773737233958518,-0.0938433910703043,-0.00308995417962132,-0.0411723725207664,-0.0522227866849257,"DOWN"
"Q3",-0.0666874078792525,-0.102056112309792,-0.115651254279777,-0.0217089759158395,-0.0606236231573782,-0.072646643119147,"UP"
"Q3",-0.0489701693344679,-0.103663081985342,-0.0983788340306173,-0.00737881729329115,-0.0464816795807445,-0.0606490841383382,"UP"
"Q3",-0.0164001608232006,-0.0976148162330488,-0.0957896225651484,-0.000849245586203584,-0.0368138246294559,-0.0528854527047357,"UP"
"Q3",-0.0171880606999827,-0.11449552075671,-0.0969311608750798,-0.0178560455697281,-0.049020960894243,-0.0675021222407736,"UP"
"Q3",-0.00371587018923702,-0.125407813878142,-0.0863310558375346,-0.0174961415196802,-0.0424926312136334,-0.064755303254451,"UP"
"Q3",0.0233989799290208,-0.0749536621271494,-0.0676888547383507,0.0127272235052402,-0.00676690171886751,-0.0314835378678086,"DOWN"
"Q3",8.05926512268407e-05,-0.0681919714770507,-0.0685414990607878,0.00914417312695104,-0.0066755771582363,-0.032612293821522,"UP"
"Q3",-0.00729589482883519,-0.0621469992724418,-0.0603776361931312,0.0122525935567936,-0.0010612775756953,-0.0283358230683207,"UP"
"Q3",-0.00253206429451658,-0.0630144231816613,-0.0722616945355864,0.00913706617488974,-0.00104652518698711,-0.0291333979896047,"UP"
"Q3",-0.00132676558544509,-0.0554751592013198,-0.0785978321878774,0.0102485503280429,0.00286438397206612,-0.0255017181875948,"UP"
"Q3",0.0273103496523193,-0.0411983146535225,-0.0775329507688098,0.0100100773706049,0.00750307834583208,-0.0204277563817258,"UP"
"Q3",0.0196160270868173,-0.0303147424157615,-0.0860805127226519,0.00999069380448603,0.0110404879574544,-0.0155058717208373,"UP"
"Q3",0.0341604011955474,0.0172000042989549,-0.0667889763226519,0.0259328408791915,0.0295943781869195,0.00584213871993278,"UP"
